Opportunity Id,Account,Opp Name,Account Owner,Old Use_case__c,Proposed Use_case__c (Claude),Confidence,Needs Review,Rationale,Final Use Case Type (human),Litmus Test,Evidence,Tier,EAR,Revised Use Case Type (Pass 2),Pass 2 Notes
006UY000007fJFZYA2,Zoop.one,Zoop.One - Daily Client Syncs,Grace Lua,Business processes,Data Pipelines & ETL,High,FALSE,"Opp = 'Daily Client Syncs'; details = client sync (HTTP request/response) calls, offloading failed responses to Temporal. Doc: 'ETL/batch is what they focus on', rate limiting, APIs from customer source. Primary ...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",Name 'Daily Client Syncs'; Details: 'several sync requests everyday ... HTTPs sync call ... offload all failed responses to our temporal service.' ...,2,4092,,"Onboarding-platform vendor, but this workload = daily client HTTPS syncs, offload failed responses; doc 'ETL/batch is what t…"

006UY000007LLwfYAG,Square,CashApp: Business Accounts - Workload,Andrew Eidenshink,Business processes,Communications & Marketing Platform,High,FALSE,"Sends reminder notifications to CashApp Business Accounts = orchestrating outbound comms (timing/routing of reminders). Transactional reminders rather than marketing campaigns, so not clean High; no competing pro...",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Use_Case_Details__c: 'Sends reminder notifications to CashApp Business Accounts',1,3960,,Sends reminder notifications to CashApp Business Accounts = orchestrating outbound comms (timing/routing). Single clear opp …

006UY000001s6uQYAQ,Warner Bros. Discovery,WBD - Expand - GCD - Infras. Auto,Jessica McElroy,Business processes,Infrastructure Automation & CI/CD,High,FALSE,"Workflow drives provisioning and configuration of servers, applies config changes, OS updates, runs validations. Primary outcome = operating/provisioning infrastructure -> Infrastructure Automation & CI/CD per th...",,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?","Name 'WBD ... Infras. Auto'; Details: 'drives the provisioning and configuration of Servers ... applying configuration changes, OS updates and runn...",1,3924,,

0065f00000LlRZSAA3,Square,CashApp Overdraft processing,Andrew Eidenshink,Business processes,Financial Services & Lending,High,FALSE,CashApp offers an Overdraft (credit) product; workflow alerts customers and recoups extended funds over a 45-day window via timers/polling/reminders. Primary outcome = a credit/lending product workflow (fund reco...,,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,Doc 'Block: Overdrafts': 'Overdraft feature in cashapp... Not charging fees so want to call back funds... 40 days before they pull back money. Remi...,2,3840,,Doc+details: CashApp Overdraft (credit product) recoups extended funds over 45-day window via timers/reminders. Regulated cr…

006UY00000SShEnYAL,SoFi,SoFi - Expand - Lending Loss Management,Sean Dunbar,Business processes,Financial Services & Lending,Medium,TRUE,Details 'TBD' but the opp name 'Lending Loss Management' is a specific regulated lending workflow (loan loss / charge-off / collections / provisioning) at a lender. Clear category fit on name; thin detail keeps i...,,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,Opp Name 'SoFi - Expand - Lending Loss Management'; Use_Case_Details__c = 'TBD'.,1,3720,,Name 'Lending Loss Management' = regulated lending workflow (loan loss/charge-off/collections) at a lender. Clean category; …

006UY00000Wwi9VYAR,"ViewLift, Inc. (Customer)","ViewLift, Inc. (Customer) - Subscription Workflows",Xander Stephens,Other,Payment Processing & Settlement,Medium,TRUE,Workload handles 'customer monetization and subscription purchases' tied to revenue. Primary outcome is the subscription purchase transaction (money moving). Best fit is payment processing; not enough to confirm regulated FS or pure comms. Tie-break favors Payment.,,"Is the primary outcome 'money moves correctly' (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.",Use_Case_Details/Other_Detail: 'Handles customer monetization and subscription purchases; directly tied to how ViewLift's customers make revenue.',1,3000,,

0065f00000Gp5frAAB,Cimpress,Cimpress SAML - 12/2022,Stuart Herd,Business processes,Communications & Marketing Platform,Low,TRUE,"Conflicting signals — name ""SAML"" (identity) vs details (cart event triggers ""send an email reminder""); lone ...",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?","details ""events happen async to cart e.g. send an email reminder""",3,2400,,Commercial-printing co; company context doesn't resolve workload. Conflicting name 'SAML' (ide…

006UY00000ZHRu5YAH,Rivian,Rivian - Service Order Reminders,Sean Dunbar,Other,Communications & Marketing Platform,Medium,TRUE,"Workload orchestrates outbound two-way SMS 48h before service appointments with timeout/timing handling so customers confirm/cancel. Outbound comms orchestration with timing fits Comms; transactional notification rather than marketing campaigns, hence Medium.",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",Use_Case_Details: send two-way SMS 48h before each service appointment to confirm/cancel; timeout handling for missed confirmation.,1,2400,,

006UY00000XjhKLYAZ,GoDaddy,GoDaddy - Legal Tool Modernization,Sean Dunbar,Other,Other,Low,TRUE,"Subpoena-compliance workflow: gather + deliver customer data on law-enforcement/civil legal requests. A legal-ops product workflow, not data sync/ETL between systems, not support-ticket ops. No clean fit among the 15; Other_Detail says 'business process'.",,Doesn't cleanly fit any above; needs a free-text description.,Details: 'legal engineering team modernizing subpoena compliance workflow... gather and deliver customer data' when subpoenas issued. Other_Detail: 'business process'.,1,2400,,

006UY00000Xw6oQYAR,Duolingo,Duolingo - Experminents - A/B Testing,John Meehan,Other,Other,Low,TRUE,"Powers product experiments/A-B testing to trial features and UX. Not outbound comms/campaigns, not ETL, not order/payment. An internal experimentation engine with no clean litmus match; Other_Detail confirms 'customer experience focused workload'.",,Doesn't cleanly fit any above; needs a free-text description.,Details: 'Temporal powers the experiments... used to trial new features or other user experiences'. Other_Detail: 'customer experience focused workload'.,1,2100,,

006UY00000YX1RZYA1,Dubclub,Dubclub - Discord Bot,Dhruv Shankar,Other,Other,Low,TRUE,"Discord bot doing server management for cappers: create channels/categories/roles, manage subscriber access/role assignment, handle Discord rate limiting. Server-administration automation, not outbound comms/marketing campaigns and not order/payment. No clean fit among the 15.",,Doesn't cleanly fit any above; needs a free-text description.,"Details: 'Discord bot... creating channels, categories, roles, managing subscriber access... handle Discord's dynamic rate limiting. Some steps in order, others parallel'.",1,1932,,

006UY00000X1x9YYAR,OpenRouter,OpenRouter - AI Model Benchmarking,John Meehan,Other,AI - Processing Pipelines,High,FALSE,"Long-running workflows wrap the OpenBench CLI to run benchmarks/evals against AI models and providers (inference for evaluation), no weight updates. Fixed pipeline running tasks through AI models = AI - Processing Pipelines, matching the Indeed LLM-Eval precedent. Doc confirms.",,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?",Details + doc: 'Long-running workflows to benchmark AI models... wrap OpenBench CLI... run benchmarks against models and providers... evals that can run for a long time'. No training/weight updates.,2,1200,,

0065f00000KQbYLAA1,Netflix,Netflix-AntiGravity,Tom Kadlick,Infrastructure applications,Control Plane Operations,High,FALSE,Doc: a control plane to provision/ops with self-service backend UI; provisions infra namespace-per-shard — th...,,Are they building/operating a platform control plane that provisions/manages other systems/tenants via APIs and policy?,"Doc ""Netflix Antigravity"": ""Control plane used to provision, ops, backend UI ...",2,780,,

006UY00000YVUflYAH,Tessl AI Ltd.,Tessl AI Ltd. - AI Evaluation Pipeline,Nate Blumenthal,Other,AI - Processing Pipelines,High,FALSE,"Opp details explicitly describe a fixed pipeline: fetch code artifacts from S3/GitHub, fan out to multiple sandboxes for parallel AI inference-evaluation tasks, collect results, process, write to DB. LLM/model does not decide next steps — fixed fan-out pipeline, so not Agents.",,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?","Use_Case_Details: 'AI inference evaluation pipeline... fan out to five sandboxes... collect them back, write to the database'; Other_Detail 'AI Sandboxing'.",1,600,,

006UY00000XrZxVYAV,Guardian Life Insurance Company of America,Guardian Life Insurance Company of America - Engineering Portal,Andrew Eidenshink,Other,Other,Low,TRUE,"EngX 'engineering experience/excellence' portal for measurable dev outcomes; Other_Detail 'Developer automation'. Vague internal dev-productivity tooling — could be metrics/dashboards or platform tooling, not clearly deploy/provision CI/CD. No single litmus cleanly fits. Gong call was broad TIBCO/BPM exploration, not this specific portal.",,Doesn't cleanly fit any above; needs a free-text description.,Name 'Engineering Portal'; Details 'engineering experience and engineering excellence (EngX) portal... tangible project with measurable outcomes'; Other_Detail 'Developer automation'. Gong: separate workloads (metrics/red queen/cicd).,3,120,,

0065f00000KQbEKAA1,Square,CashApp_IDV_expansion,Andrew Eidenshink,"Identity Verification / ""Know Your Customer""",Customer Onboarding & Identity Verification,High,FALSE,Opp details state identity verification (IDV/KYC).,,Is the primary outcome getting a new customer verified + onboarded (KYC/KYB + activation)?,"details ""CashApp IDV - Identity verification""",1,12,,

0065f00000ITq0yAAD,Dubber,Dubber- AI Pipeline Project- Expansion,Grace Lua,Business processes,AI - Processing Pipelines,High,FALSE,AI-driven real-time transcription & insights — a fixed pipeline running data through AI models.,,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?","details ""AI-driven, real-time transcription & insights""; name ""AI Pipeline Pr...",1,12,,

0065f00000IVseSAAT,Weave,Weave-Onboarding + Provisioning,Nikolas Filardo,Business processes,Infrastructure Automation & CI/CD,Low,TRUE,"MIGRATION deal — doc & Gong confirm OSS to Cloud migration of ~50 internal ""Onboarding/Provisioning"" workflow...",,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?","Doc ""Weave_Onboarding"": ""Internal Team: Onboarding ... Use Case: Onboarding (...",3,12,,SMB comms platform. Opp is OSS->Cloud MIGRATION of ~50 internal onboarding/provisioning workfl…

006UY00000XPDhjYAH,Ensemble Health Partners,Ensemble Health Partners - Rules based engine,Jessica McElroy,Other,Other,Low,TRUE,"Generic rules-based-engine approval workflow. Doc confirms 'big complicated if-based' rules to close accounts/post adjustments — a configurable workflow/rules engine, not a clean fit for any of the 15. Account is RCM (revenue cycle) but the opp is the generic internal-approvals engine, not a claims/billing product workflow.",,Doesn't cleanly fit any above; needs a free-text description.,"Name 'Rules based engine'; Details 'Rules based engine approval workflow'; doc: 'Rules based Engine: Internal approvals'; 'Big complicated if based off the rules, close account / post adjustments'.",2,12,,
